code,code_0,code_1,code_2,code_3,code_4,description,level,source
I130,I00-I99,I10-I15,I13,,,Enfermedad cardiorrenal hipertensiva con insuficiencia cardíaca (congestiva),3,icdcode.info
I131,I00-I99,I10-I15,I13,,,Enfermedad cardiorrenal hipertensiva con insuficiencia renal,3,icdcode.info
I132,I00-I99,I10-I15,I13,,,Enfermedad cardiorrenal hipertensiva con insuficiencia cardíaca (congestiva) e insuficiencia renal,3,icdcode.info
I139,I00-I99,I10-I15,I13,,,"Enfermedad cardiorrenal hipertensiva, no especificada",3,icdcode.info
I120,I00-I99,I10-I15,I12,,,Enfermedad renal hipertensiva con insuficiencia renal,3,icdcode.info
I129,I00-I99,I10-I15,I12,,,Enfermedad renal hipertensiva sin insuficiencia renal,3,icdcode.info
I250,I00-I99,I20-I25,I25,,,"Enfermedad cardiovascular aterosclerótica, así descrita",3,icdcode.info
I251,I00-I99,I20-I25,I25,,,Enfermedad aterosclerótica del corazón,3,icdcode.info
I252,I00-I99,I20-I25,I25,,,Infarto antiguo del miocardio,3,icdcode.info
I253,I00-I99,I20-I25,I25,,,Aneurisma cardíaco,3,icdcode.info
I254,I00-I99,I20-I25,I25,,,Aneurisma de arteria coronaria,3,icdcode.info
I255,I00-I99,I20-I25,I25,,,Cardiomiopatía isquémica,3,icdcode.info
I256,I00-I99,I20-I25,I25,,,Isquemia silente del miocardio,3,icdcode.info
I240,I00-I99,I20-I25,I24,,,Trombosis coronaria que no resulta en infarto del miocardio,3,icdcode.info
I241,I00-I99,I20-I25,I24,,,Síndrome de Dressler,3,icdcode.info
I248,I00-I99,I20-I25,I24,,,Otras formas de enfermedad isquémica aguda del corazón,3,icdcode.info
I249,I00-I99,I20-I25,I24,,,"Enfermedad isquémica aguda del corazón, no especificada",3,icdcode.info
I230,I00-I99,I20-I25,I23,,,Hemopericardio como complicación presente posterior al infarto agudo del miocardio,3,icdcode.info
I231,I00-I99,I20-I25,I23,,,Defecto del tabique auricular como complicación presente posterior al infarto del miocardio,3,icdcode.info
I232,I00-I99,I20-I25,I23,,,Defecto del tabique ventricular como complicación presente posterior al infarto del miocardio,3,icdcode.info
I233,I00-I99,I20-I25,I23,,,Ruptura de la pared cardíaca sin hemopericardio como complicación presente posterior al infarto agudo del miocardio,3,icdcode.info
I234,I00-I99,I20-I25,I23,,,Ruptura de las cuerdas tendinosas como complicación presente posterior al infarto agudo del miocardio,3,icdcode.info
I235,I00-I99,I20-I25,I23,,,Ruptura de músculo papilar como complicación presente posterior al infarto agudo del miocardio,3,icdcode.info
I236,I00-I99,I20-I25,I23,,,"Trombosis de la aurícula, apéndice auricular y ventrículo como complicación presente posterior al infarto agudo del miocardio",3,icdcode.info
I238,I00-I99,I20-I25,I23,,,Otras complicaciones presentes posteriores al infarto agudo del miocardio,3,icdcode.info
S497,S00-T88,S40-S49,S49,,,Traumatismos múltiples del hombro y del brazo,3,icdcode.info
S498,S00-T88,S40-S49,S49,,,Otros traumatismos especificados del hombro y del brazo,3,icdcode.info
S499,S00-T88,S40-S49,S49,,,Traumatismos no especificados del hombro y del brazo,3,icdcode.info
S480,S00-T88,S40-S49,S48,,,Amputación traumática en la articulación del hombro,3,icdcode.info
S481,S00-T88,S40-S49,S48,,,Amputación traumática a nivel entre el hombro y el codo,3,icdcode.info
S489,S00-T88,S40-S49,S48,,,"Amputación traumática del hombro y del brazo, nivel no especificado",3,icdcode.info
S460,S00-T88,S40-S49,S46,,,Traumatismo del tendón del manguito rotatorio del hombro,3,icdcode.info
S461,S00-T88,S40-S49,S46,,,Traumatismo del tendón y músculo de la cabeza larga del bíceps,3,icdcode.info
S462,S00-T88,S40-S49,S46,,,Traumatismo del tendón y músculo de otras partes del bíceps,3,icdcode.info
S463,S00-T88,S40-S49,S46,,,Traumatismo del tendón y músculo del tríceps,3,icdcode.info
S467,S00-T88,S40-S49,S46,,,Traumatismo de múltiples tendones y músculos a nivel del hombro y del brazo,3,icdcode.info
S468,S00-T88,S40-S49,S46,,,Traumatismo de otros tendones y músculos a nivel del hombro y del brazo,3,icdcode.info
S469,S00-T88,S40-S49,S46,,,"Traumatismo de tendón y músculo no especificado, a nivel del hombro y del brazo",3,icdcode.info
S450,S00-T88,S40-S49,S45,,,Traumatismo de la arteria axilar,3,icdcode.info
S451,S00-T88,S40-S49,S45,,,Traumatismo de la arteria braquial,3,icdcode.info
S452,S00-T88,S40-S49,S45,,,Traumatismo de la vena axilar o braquial,3,icdcode.info
S453,S00-T88,S40-S49,S45,,,Traumatismo de vena superficial a nivel del hombro y del brazo,3,icdcode.info
S457,S00-T88,S40-S49,S45,,,Traumatismo de múltiples vasos sanguíneos a nivel del hombro y del brazo,3,icdcode.info
S458,S00-T88,S40-S49,S45,,,Traumatismo de otros vasos sanguíneos a nivel del hombro y del brazo,3,icdcode.info
S459,S00-T88,S40-S49,S45,,,Traumatismo de vaso sanguíneo no especificado a nivel del hombro y del brazo,3,icdcode.info
S440,S00-T88,S40-S49,S44,,,Traumatismo del nervio cubital a nivel del brazo,3,icdcode.info
S441,S00-T88,S40-S49,S44,,,Traumatismo del nervio mediano a nivel del brazo,3,icdcode.info
S442,S00-T88,S40-S49,S44,,,Traumatismo del nervio radial a nivel del brazo,3,icdcode.info
S443,S00-T88,S40-S49,S44,,,Traumatismo del nervio axilar,3,icdcode.info
S444,S00-T88,S40-S49,S44,,,Traumatismo del nervio musculocutáneo,3,icdcode.info
S445,S00-T88,S40-S49,S44,,,Traumatismo del nervio sensitivo cutáneo a nivel del hombro y del brazo,3,icdcode.info
S447,S00-T88,S40-S49,S44,,,Traumatismo de múltiples nervios a nivel del hombro y del brazo,3,icdcode.info
S597,S00-T88,S50-S59,S59,,,Traumatismos múltiples del antebrazo,3,icdcode.info
S598,S00-T88,S50-S59,S59,,,Otros traumatismos especificados del antebrazo,3,icdcode.info
S599,S00-T88,S50-S59,S59,,,Traumatismo no especificado del antebrazo,3,icdcode.info
S580,S00-T88,S50-S59,S58,,,Amputación traumática a nivel del codo,3,icdcode.info
S581,S00-T88,S50-S59,S58,,,Amputación traumática nivel entre el codo y la muñeca,3,icdcode.info
S589,S00-T88,S50-S59,S58,,,"Amputación traumática del antebrazo, nivel no especificado",3,icdcode.info
S570,S00-T88,S50-S59,S57,,,Traumatismo por aplastamiento del codo,3,icdcode.info
S578,S00-T88,S50-S59,S57,,,Traumatismo por aplastamiento de otras partes del antebrazo,3,icdcode.info
S579,S00-T88,S50-S59,S57,,,"Traumatismo por aplastamiento del antebrazo, parte no especificada",3,icdcode.info
S560,S00-T88,S50-S59,S56,,,Traumatismo del tendón y músculo flexor del pulgar a nivel del antebrazo,3,icdcode.info
S561,S00-T88,S50-S59,S56,,,Traumatismo del tendón y músculo flexor de otro(s) dedo(s) a nivel del antebrazo,3,icdcode.info
S562,S00-T88,S50-S59,S56,,,Traumatismo de otro tendón y músculo flexor a nivel del antebrazo,3,icdcode.info
S563,S00-T88,S50-S59,S56,,,Traumatismo de tendones y músculos abductores y extensores del pulgar a nivel del antebrazo,3,icdcode.info
S564,S00-T88,S50-S59,S56,,,Traumatismo del tendón y músculo extensor de otro(s) dedo(s) a nivel del antebrazo,3,icdcode.info
S565,S00-T88,S50-S59,S56,,,Traumatismo de otro tendón y músculo extensor a nivel del antebrazo,3,icdcode.info
S567,S00-T88,S50-S59,S56,,,Traumatismo de múltiples tendones y músculos a nivel del antebrazo,3,icdcode.info
S568,S00-T88,S50-S59,S56,,,"Traumatismo de otros tendones y músculos y de los no especificados, a nivel del antebrazo",3,icdcode.info
S550,S00-T88,S50-S59,S55,,,Traumatismo de la arteria cubital a nivel del antebrazo,3,icdcode.info
S551,S00-T88,S50-S59,S55,,,Traumatismo de la arteria radial a nivel del antebrazo,3,icdcode.info
S552,S00-T88,S50-S59,S55,,,Traumatismo de vena a nivel del antebrazo,3,icdcode.info
S557,S00-T88,S50-S59,S55,,,Traumatismo de múltiples vasos sanguíneos a nivel del antebrazo,3,icdcode.info
S558,S00-T88,S50-S59,S55,,,Traumatismo de otros vasos sanguíneos a nivel del antebrazo,3,icdcode.info
S559,S00-T88,S50-S59,S55,,,Traumatismo de vaso sanguíneo no especificado a nivel del antebrazo,3,icdcode.info
B020,A00-B99,B00-B09,B02,,,Encefalitis debida a herpes zoster (G05.1),3,icdcode.info
B021,A00-B99,B00-B09,B02,,,Meningitis debida a herpes zoster (G02.0),3,icdcode.info
B022,A00-B99,B00-B09,B02,,,Herpes zoster con otros compromisos del sistema nervioso,3,icdcode.info
B023,A00-B99,B00-B09,B02,,,Herpes zoster ocular,3,icdcode.info
B027,A00-B99,B00-B09,B02,,,Herpes zoster diseminado,3,icdcode.info
B028,A00-B99,B00-B09,B02,,,Herpes zoster con otras complicaciones,3,icdcode.info
B010,A00-B99,B00-B09,B01,,,Meningitis debida a varicela (G02.0),3,icdcode.info
B011,A00-B99,B00-B09,B01,,,Encefalitis debida a varicela (G05.1),3,icdcode.info
B012,A00-B99,B00-B09,B01,,,Neumonía debida a varicela (J17.1),3,icdcode.info
B018,A00-B99,B00-B09,B01,,,Varicela con otras complicaciones,3,icdcode.info
B019,A00-B99,B00-B09,B01,,,Varicela sin complicaciones,3,icdcode.info
B000,A00-B99,B00-B09,B00,,,Eczema herpético,3,icdcode.info
B001,A00-B99,B00-B09,B00,,,Dermatitis vesicular herpética,3,icdcode.info
B002,A00-B99,B00-B09,B00,,,Gingivoestomatitis y faringoamigdalitis herpética,3,icdcode.info
B003,A00-B99,B00-B09,B00,,,Meningitis herpética (G02.0),3,icdcode.info
B004,A00-B99,B00-B09,B00,,,Encefalitis herpética (G05.1),3,icdcode.info
B005,A00-B99,B00-B09,B00,,,Oculopatía herpética,3,icdcode.info
B007,A00-B99,B00-B09,B00,,,Enfermedad herpética diseminada,3,icdcode.info
B008,A00-B99,B00-B09,B00,,,Otras formas de infecciones herpéticas,3,icdcode.info
B009,A00-B99,B00-B09,B00,,,"Infección debida al virus del herpes, no especificada",3,icdcode.info
S680,S00-T88,S60-S69,S68,,,Amputación traumática del pulgar (completa) (parcial),3,icdcode.info
S681,S00-T88,S60-S69,S68,,,Amputación traumática de otro dedo único (completa) (parcial),3,icdcode.info
S682,S00-T88,S60-S69,S68,,,Amputación traumática de dos o más dedos solamente (completa) (parcial),3,icdcode.info
S683,S00-T88,S60-S69,S68,,,Amputación traumática combinada (de parte) de dedo(s) con otras partes de la muñeca y de la mano,3,icdcode.info
S684,S00-T88,S60-S69,S68,,,Amputación traumática de la mano a nivel de la muñeca,3,icdcode.info
S688,S00-T88,S60-S69,S68,,,Amputación traumática de otras partes de la muñeca y de la mano,3,icdcode.info
S689,S00-T88,S60-S69,S68,,,"Amputación traumática de la muñeca y de la mano, nivel no especificado",3,icdcode.info
S670,S00-T88,S60-S69,S67,,,Traumatismo por aplastamiento del pulgar y otro(s) dedo(s),3,icdcode.info
S678,S00-T88,S60-S69,S67,,,Traumatismo por aplastamiento de otras partes y de las no especificadas de la muñeca y de la mano,3,icdcode.info
S660,S00-T88,S60-S69,S66,,,Traumatismo del tendón y músculo flexor largo del pulgar a nivel de la muñeca y de la mano,3,icdcode.info
S661,S00-T88,S60-S69,S66,,,Traumatismo del tendón y músculo flexor de otro dedo a nivel de la muñeca y de la mano,3,icdcode.info
S662,S00-T88,S60-S69,S66,,,Traumatismo del tendón y músculo extensor del pulgar a nivel de la muñeca y de la mano,3,icdcode.info
S663,S00-T88,S60-S69,S66,,,Traumatismo del tendón y músculo extensor de otro(s) dedo(s) a nivel de la muñeca y de la mano,3,icdcode.info
S664,S00-T88,S60-S69,S66,,,Traumatismo del músculo y tendón intrínseco del pulgar a nivel de la muñeca y de la mano,3,icdcode.info
S665,S00-T88,S60-S69,S66,,,Traumatismo del músculo y tendón intrínseco de otro(s) dedo(s) a nivel de la muñeca y de la mano,3,icdcode.info
S666,S00-T88,S60-S69,S66,,,Traumatismo de múltiples tendones y músculos flexores a nivel de la muñeca y de la mano,3,icdcode.info
S667,S00-T88,S60-S69,S66,,,Traumatismo de múltiples tendones y músculos extensores a nivel de la muñeca y de la mano,3,icdcode.info
S668,S00-T88,S60-S69,S66,,,Traumatismo de otros tendones y músculos a nivel de la muñeca y de la mano,3,icdcode.info
S669,S00-T88,S60-S69,S66,,,"Traumatismo de tendón y músculo no especificado, a nivel de la muñeca y de la mano",3,icdcode.info
S650,S00-T88,S60-S69,S65,,,Traumatismo de la arteria cubital a nivel de la muñeca y de la mano,3,icdcode.info
S651,S00-T88,S60-S69,S65,,,Traumatismo de la arteria radial a nivel de la muñeca y de la mano,3,icdcode.info
S652,S00-T88,S60-S69,S65,,,Traumatismo del arco palmar superficial,3,icdcode.info
S653,S00-T88,S60-S69,S65,,,Traumatismo del arco palmar profundo,3,icdcode.info
S654,S00-T88,S60-S69,S65,,,Traumatismo de vaso(s) sanguíneo(s) del pulgar,3,icdcode.info
S655,S00-T88,S60-S69,S65,,,Traumatismo de vaso(s) sanguíneo(s) de otro dedo,3,icdcode.info
S657,S00-T88,S60-S69,S65,,,Traumatismo de múltiples vasos sanguíneos a nivel de la muñeca y de la mano,3,icdcode.info
S658,S00-T88,S60-S69,S65,,,Traumatismo de otros vasos sanguíneos a nivel de la muñeca y de la mano,3,icdcode.info
S659,S00-T88,S60-S69,S65,,,"Traumatismo de vaso sanguíneo no especificado, a nivel de la muñeca y de la mano",3,icdcode.info
S640,S00-T88,S60-S69,S64,,,Traumatismo del nervio cubital a nivel de la muñeca y de la mano,3,icdcode.info
S641,S00-T88,S60-S69,S64,,,Traumatismo del nervio mediano a nivel de la muñeca y de la mano,3,icdcode.info
S642,S00-T88,S60-S69,S64,,,Traumatismo del nervio radial a nivel de la muñeca y de la mano,3,icdcode.info
S643,S00-T88,S60-S69,S64,,,Traumatismo del nervio digital del pulgar,3,icdcode.info
S644,S00-T88,S60-S69,S64,,,Traumatismo del nervio digital de otro dedo,3,icdcode.info
S647,S00-T88,S60-S69,S64,,,Traumatismo de múltiples nervios a nivel de la muñeca y de la mano,3,icdcode.info
S648,S00-T88,S60-S69,S64,,,Traumatismo de otros nervios a nivel de la muñeca y de la mano,3,icdcode.info
S649,S00-T88,S60-S69,S64,,,Traumatismo de nervio no especificado a nivel de la muñeca y de la mano,3,icdcode.info
S630,S00-T88,S60-S69,S63,,,Luxación de la muñeca,3,icdcode.info
S631,S00-T88,S60-S69,S63,,,Luxación de dedos de la mano,3,icdcode.info
S632,S00-T88,S60-S69,S63,,,Luxaciones múltiples de dedos de la mano,3,icdcode.info
S633,S00-T88,S60-S69,S63,,,Ruptura traumática de ligamentos de la muñeca y del carpo,3,icdcode.info
S634,S00-T88,S60-S69,S63,,,Ruptura traumática de ligamentos del dedo de la mano en la(s) articulación(es) metacarpofalángica e interfalángica,3,icdcode.info
S635,S00-T88,S60-S69,S63,,,Esguince y torcedura de la muñeca,3,icdcode.info
S636,S00-T88,S60-S69,S63,,,Esguinces y torceduras de dedo(s) de la mano,3,icdcode.info
S637,S00-T88,S60-S69,S63,,,Esguinces y torceduras de otras partes y de las no especificadas de la muñeca y de la mano,3,icdcode.info
S620,S00-T88,S60-S69,S62,,,Fractura del hueso escafoides [navicular] de la mano,3,icdcode.info
S621,S00-T88,S60-S69,S62,,,Fractura de otro(s) hueso(s) del carpo,3,icdcode.info
S622,S00-T88,S60-S69,S62,,,Fractura del primer metacarpiano,3,icdcode.info
S623,S00-T88,S60-S69,S62,,,Fractura de otros huesos metacarpianos,3,icdcode.info
S624,S00-T88,S60-S69,S62,,,Fracturas múltiples de huesos metacarpianos,3,icdcode.info
S625,S00-T88,S60-S69,S62,,,Fractura del pulgar,3,icdcode.info
S626,S00-T88,S60-S69,S62,,,Fractura de otro dedo de la mano,3,icdcode.info
S627,S00-T88,S60-S69,S62,,,Fracturas múltiples de los dedos de la mano,3,icdcode.info
S628,S00-T88,S60-S69,S62,,,Fractura de otras partes y de las no especificadas de la muñeca y de la mano,3,icdcode.info
S797,S00-T88,S70-S79,S79,,,Traumatismos múltiples de la cadera y del muslo,3,icdcode.info
S798,S00-T88,S70-S79,S79,,,Otros traumatismos especificados de la cadera y del muslo,3,icdcode.info
S799,S00-T88,S70-S79,S79,,,Traumatismo no especificado de la cadera y del muslo,3,icdcode.info
S780,S00-T88,S70-S79,S78,,,Amputación traumática de la articulación de la cadera,3,icdcode.info
S781,S00-T88,S70-S79,S78,,,Amputación traumática en algún nivel entre la cadera y la rodilla,3,icdcode.info
S789,S00-T88,S70-S79,S78,,,"Amputación traumática de cadera y muslo, nivel no especificado",3,icdcode.info
S770,S00-T88,S70-S79,S77,,,Traumatismo por aplastamiento de la cadera,3,icdcode.info
S771,S00-T88,S70-S79,S77,,,Traumatismo por aplastamiento del muslo,3,icdcode.info
S772,S00-T88,S70-S79,S77,,,Traumatismo por aplastamiento de la cadera con el muslo,3,icdcode.info
S760,S00-T88,S70-S79,S76,,,Traumatismo del tendón y músculo de la cadera,3,icdcode.info
S761,S00-T88,S70-S79,S76,,,Traumatismo del tendón y músculo cuádriceps,3,icdcode.info
S762,S00-T88,S70-S79,S76,,,Traumatismo del tendón y músculo aductor mayor del muslo,3,icdcode.info
S763,S00-T88,S70-S79,S76,,,Traumatismo de tendón y músculo del grupo muscular posterior a nivel del muslo,3,icdcode.info
S764,S00-T88,S70-S79,S76,,,Traumatismo de otros tendones y músculos y los no especificados a nivel del muslo,3,icdcode.info
S767,S00-T88,S70-S79,S76,,,Traumatismo de múltiples tendones y músculos a nivel de la cadera y del muslo,3,icdcode.info
S750,S00-T88,S70-S79,S75,,,Traumatismo de la arteria femoral,3,icdcode.info
S751,S00-T88,S70-S79,S75,,,Traumatismo de la vena femoral a nivel de la cadera y del muslo,3,icdcode.info
S752,S00-T88,S70-S79,S75,,,Traumatismo de la gran vena safena a nivel de la cadera y del muslo,3,icdcode.info
S757,S00-T88,S70-S79,S75,,,Traumatismo de múltiples vasos sanguíneos a nivel de la cadera y del muslo,3,icdcode.info
S758,S00-T88,S70-S79,S75,,,Traumatismo de otros vasos sanguíneos a nivel de la cadera y del muslo,3,icdcode.info
S759,S00-T88,S70-S79,S75,,,Traumatismo de vaso sanguíneo no especificado a nivel de la cadera y del muslo,3,icdcode.info
S740,S00-T88,S70-S79,S74,,,Traumatismo del nervio ciático a nivel de la cadera y del muslo,3,icdcode.info
S741,S00-T88,S70-S79,S74,,,Traumatismo del nervio femorocutáneo a nivel de la cadera y del muslo,3,icdcode.info
S742,S00-T88,S70-S79,S74,,,Traumatismo del nervio sensorial cutáneo a nivel de la cadera y del muslo,3,icdcode.info
S747,S00-T88,S70-S79,S74,,,Traumatismo de nervios múltiples a nivel de la cadera y del muslo,3,icdcode.info
S748,S00-T88,S70-S79,S74,,,Traumatismo de otros nervios a nivel de la cadera y del muslo,3,icdcode.info
S749,S00-T88,S70-S79,S74,,,Traumatismo de nervio no especificado a nivel de la cadera y del muslo,3,icdcode.info
S730,S00-T88,S70-S79,S73,,,Luxación de la cadera,3,icdcode.info
S731,S00-T88,S70-S79,S73,,,Esguinces y torceduras de la cadera,3,icdcode.info
S897,S00-T88,S80-S89,S89,,,Traumatismos múltiples de la pierna,3,icdcode.info
S898,S00-T88,S80-S89,S89,,,"Otros traumatismos de la pierna, especificados",3,icdcode.info
S899,S00-T88,S80-S89,S89,,,"Traumatismo de la pierna, no especificado",3,icdcode.info
S880,S00-T88,S80-S89,S88,,,Amputación traumática a nivel de la rodilla,3,icdcode.info
S881,S00-T88,S80-S89,S88,,,Amputación traumática en algún nivel entre la rodilla y el tobillo,3,icdcode.info
S889,S00-T88,S80-S89,S88,,,"Amputación traumática de la pierna, nivel no especificado",3,icdcode.info
S870,S00-T88,S80-S89,S87,,,Traumatismo por aplastamiento de la rodilla,3,icdcode.info
S878,S00-T88,S80-S89,S87,,,Traumatismo por aplastamiento de otras partes y de las no especificadas de la pierna,3,icdcode.info
S860,S00-T88,S80-S89,S86,,,Traumatismo del tendón de Aquiles,3,icdcode.info
S861,S00-T88,S80-S89,S86,,,Traumatismo de otro(s) tendón(es) y músculo(s) del grupo muscular posterior a nivel de la pierna,3,icdcode.info
S862,S00-T88,S80-S89,S86,,,Traumatismo de tendón(es) y músculo(s) del grupo muscular anterior a nivel de la pierna,3,icdcode.info
S863,S00-T88,S80-S89,S86,,,Traumatismo de tendón(es) y músculo(s) del grupo muscular peroneo a nivel de la pierna,3,icdcode.info
S867,S00-T88,S80-S89,S86,,,Traumatismo de múltiples tendones y músculos a nivel de la pierna,3,icdcode.info
S868,S00-T88,S80-S89,S86,,,Traumatismo de otros tendones y músculos a nivel de la pierna,3,icdcode.info
S869,S00-T88,S80-S89,S86,,,Traumatismo de tendón y músculo no especificado a nivel de la pierna,3,icdcode.info
S850,S00-T88,S80-S89,S85,,,Traumatismo de la arteria poplítea,3,icdcode.info
S851,S00-T88,S80-S89,S85,,,Traumatismo de la arteria tibial (anterior) (posterior),3,icdcode.info
S852,S00-T88,S80-S89,S85,,,Traumatismo de la arteria peronea,3,icdcode.info
S853,S00-T88,S80-S89,S85,,,Traumatismo de la gran vena safena a nivel de la pierna,3,icdcode.info
